Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,603,38.10
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,525,33.90
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,524,34.60
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,559,37.60
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,355,41.30
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,357,42.30
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,333,41.20
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,353,44.10
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,364,46.30
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,349,45.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,335,45.30
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,364,49.30
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,341,47.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,316,45.00
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,320,46.50
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,381,57.10
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,296,45.00
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,301,46.20
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,276,43.10
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,305,48.50
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,312,50.50
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,300,49.20
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,233",34.60
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,370",37.10
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,108",35.30
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,181",37.30
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,070",36.90
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,112",38.60
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,969",38.10
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,013",39.60
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,023",40.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,770",38.30
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,697",38.00
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,897",41.80
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,730",40.40
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,983",45.00
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,752",42.20
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,744",43.10
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,820",45.10
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"2,699",43.80
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"3,036",37.30
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"3,154",39.70
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,916",37.90
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,933",39.40
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,955",41.00
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"3,080",44.00
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,737",40.40
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,933",44.30
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,930",45.60
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,684",42.80
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,662",43.50
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,699",45.40
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,549",43.80
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,652",46.60
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,721",48.60
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,634",48.10
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,644",49.30
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,713",51.20
2016,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,599",62.10
2015,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,628",64.60
2014,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,578",63.00
2013,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,590",64.60
2012,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,524",62.40
2011,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,571",66.10
2010,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,482",62.70
2009,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,490",63.90
2008,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,590",68.90
2007,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,331",58.30
2006,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,267",56.30
2005,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,350",60.50
2004,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,225",55.60
2003,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,296",59.20
2002,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,228",56.60
2001,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,273",59.20
2000,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,345",62.90
1999,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,236",57.90
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,786",38.30
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,846",39.30
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,759",39.30
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,789",40.30
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,524",37.10
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,615",39.50
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,474",38.00
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,461",38.50
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,538",39.90
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,399",38.60
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,354",38.50
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,449",40.70
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,312",38.90
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,299",39.10
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,335",40.20
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,375",41.60
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,316",41.10
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,270",40.50
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,327,48.90
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,368,57.10
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,343,55.00
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,387,63.10
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,334,55.80
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,327,57.00
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,332,59.50
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,310,57.20
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,311,58.50
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,295,56.70
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,345,67.40
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,291,57.60
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,308,62.80
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,278,57.60
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,324,68.70
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,270,57.90
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,283,62.40
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,338,75.60
2016,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,183",20.10
2015,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,255",21.70
2014,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,281",22.80
2013,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,349",24.30
2012,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,300",23.90
2011,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,278",23.90
2010,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,302",25.00
2009,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,259",24.40
2008,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,386",27.20
2007,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,313",26.40
2006,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,453",29.80
2005,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,429",29.90
2004,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,449",30.80
2003,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,414",30.40
2002,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,486",32.30
2001,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,344",29.60
2000,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,321",29.30
1999,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,341",30.00
2016,Diabetes mellitus (E10-E14),Diabetes,Alaska,124,19.30
2015,Diabetes mellitus (E10-E14),Diabetes,Alaska,142,23.90
2014,Diabetes mellitus (E10-E14),Diabetes,Alaska,113,19.40
2013,Diabetes mellitus (E10-E14),Diabetes,Alaska,112,20.10
2012,Diabetes mellitus (E10-E14),Diabetes,Alaska,107,18.80
2011,Diabetes mellitus (E10-E14),Diabetes,Alaska,107,20.60
2010,Diabetes mellitus (E10-E14),Diabetes,Alaska,86,19.60
2009,Diabetes mellitus (E10-E14),Diabetes,Alaska,84,18.10
2008,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.30
2007,Diabetes mellitus (E10-E14),Diabetes,Alaska,105,24.10
2006,Diabetes mellitus (E10-E14),Diabetes,Alaska,109,25.90
2005,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.40
2004,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.60
2003,Diabetes mellitus (E10-E14),Diabetes,Alaska,102,27.70
2002,Diabetes mellitus (E10-E14),Diabetes,Alaska,86,22.00
2001,Diabetes mellitus (E10-E14),Diabetes,Alaska,80,22.80
2000,Diabetes mellitus (E10-E14),Diabetes,Alaska,87,27.30
1999,Diabetes mellitus (E10-E14),Diabetes,Alaska,67,23.80
2016,Diabetes mellitus (E10-E14),Diabetes,Arizona,"2,025",23.90
2015,Diabetes mellitus (E10-E14),Diabetes,Arizona,"2,081",25.30
2014,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,936",24.30
2013,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,786",23.50
2012,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,736",23.40
2011,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,740",24.30
2010,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,389",20.30
2009,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,083",16.20
2008,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,173",18.00
2007,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,159",18.30
2006,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,206",19.60
2005,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,208",20.40
2004,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,196",21.00
2003,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,153",20.90
2002,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,231",23.00
2001,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,058",20.30
2000,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,012",20.00
1999,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,063",21.50
2016,Diabetes mellitus (E10-E14),Diabetes,Arkansas,920,25.40
2015,Diabetes mellitus (E10-E14),Diabetes,Arkansas,886,24.70
2014,Diabetes mellitus (E10-E14),Diabetes,Arkansas,828,24.00
2013,Diabetes mellitus (E10-E14),Diabetes,Arkansas,835,24.20
2012,Diabetes mellitus (E10-E14),Diabetes,Arkansas,833,24.60
2011,Diabetes mellitus (E10-E14),Diabetes,Arkansas,908,27.00
2010,Diabetes mellitus (E10-E14),Diabetes,Arkansas,850,25.80
2009,Diabetes mellitus (E10-E14),Diabetes,Arkansas,890,27.40
2008,Diabetes mellitus (E10-E14),Diabetes,Arkansas,901,28.10
2007,Diabetes mellitus (E10-E14),Diabetes,Arkansas,838,26.80
2006,Diabetes mellitus (E10-E14),Diabetes,Arkansas,839,27.20
2005,Diabetes mellitus (E10-E14),Diabetes,Arkansas,824,27.10
2004,Diabetes mellitus (E10-E14),Diabetes,Arkansas,838,28.00
2003,Diabetes mellitus (E10-E14),Diabetes,Arkansas,884,29.90
2002,Diabetes mellitus (E10-E14),Diabetes,Arkansas,793,27.00
2001,Diabetes mellitus (E10-E14),Diabetes,Arkansas,756,26.00
2000,Diabetes mellitus (E10-E14),Diabetes,Arkansas,714,24.60
1999,Diabetes mellitus (E10-E14),Diabetes,Arkansas,691,24.20
2016,Diabetes mellitus (E10-E14),Diabetes,California,"9,124",21.40
2015,Diabetes mellitus (E10-E14),Diabetes,California,"8,845",21.20
2014,Diabetes mellitus (E10-E14),Diabetes,California,"8,249",20.40
2013,Diabetes mellitus (E10-E14),Diabetes,California,"8,057",20.60
2012,Diabetes mellitus (E10-E14),Diabetes,California,"7,895",20.70
2011,Diabetes mellitus (E10-E14),Diabetes,California,"7,695",20.70
2010,Diabetes mellitus (E10-E14),Diabetes,California,"7,061",19.70
2009,Diabetes mellitus (E10-E14),Diabetes,California,"6,979",19.80
2008,Diabetes mellitus (E10-E14),Diabetes,California,"7,375",21.50
2007,Diabetes mellitus (E10-E14),Diabetes,California,"7,413",22.20
2006,Diabetes mellitus (E10-E14),Diabetes,California,"7,376",22.50
2005,Diabetes mellitus (E10-E14),Diabetes,California,"7,697",23.80
2004,Diabetes mellitus (E10-E14),Diabetes,California,"7,117",22.60
2003,Diabetes mellitus (E10-E14),Diabetes,California,"7,093",22.80
2002,Diabetes mellitus (E10-E14),Diabetes,California,"6,807",22.50
2001,Diabetes mellitus (E10-E14),Diabetes,California,"6,395",21.50
2000,Diabetes mellitus (E10-E14),Diabetes,California,"6,190",21.30
1999,Diabetes mellitus (E10-E14),Diabetes,California,"6,401",22.50
2016,Diabetes mellitus (E10-E14),Diabetes,Colorado,938,16.20
2015,Diabetes mellitus (E10-E14),Diabetes,Colorado,887,15.90
2014,Diabetes mellitus (E10-E14),Diabetes,Colorado,835,15.50
2013,Diabetes mellitus (E10-E14),Diabetes,Colorado,788,15.00
2012,Diabetes mellitus (E10-E14),Diabetes,Colorado,797,15.90
2011,Diabetes mellitus (E10-E14),Diabetes,Colorado,790,16.40
2010,Diabetes mellitus (E10-E14),Diabetes,Colorado,721,15.20
2009,Diabetes mellitus (E10-E14),Diabetes,Colorado,779,17.20
2008,Diabetes mellitus (E10-E14),Diabetes,Colorado,767,17.60
2007,Diabetes mellitus (E10-E14),Diabetes,Colorado,710,16.80
2006,Diabetes mellitus (E10-E14),Diabetes,Colorado,677,16.70
2005,Diabetes mellitus (E10-E14),Diabetes,Colorado,753,19.30
2004,Diabetes mellitus (E10-E14),Diabetes,Colorado,696,18.20
2003,Diabetes mellitus (E10-E14),Diabetes,Colorado,708,19.10
2002,Diabetes mellitus (E10-E14),Diabetes,Colorado,659,18.00
2001,Diabetes mellitus (E10-E14),Diabetes,Colorado,667,18.80
2000,Diabetes mellitus (E10-E14),Diabetes,Colorado,635,18.50
1999,Diabetes mellitus (E10-E14),Diabetes,Colorado,639,19.20
2016,Diabetes mellitus (E10-E14),Diabetes,Connecticut,699,14.90
2015,Diabetes mellitus (E10-E14),Diabetes,Connecticut,653,13.90
2014,Diabetes mellitus (E10-E14),Diabetes,Connecticut,685,14.90
2013,Diabetes mellitus (E10-E14),Diabetes,Connecticut,664,14.80
2012,Diabetes mellitus (E10-E14),Diabetes,Connecticut,631,14.20
2011,Diabetes mellitus (E10-E14),Diabetes,Connecticut,692,15.50
2010,Diabetes mellitus (E10-E14),Diabetes,Connecticut,662,15.40
2009,Diabetes mellitus (E10-E14),Diabetes,Connecticut,624,14.50
2008,Diabetes mellitus (E10-E14),Diabetes,Connecticut,624,14.70
2007,Diabetes mellitus (E10-E14),Diabetes,Connecticut,646,15.50
2006,Diabetes mellitus (E10-E14),Diabetes,Connecticut,782,19.00
2005,Diabetes mellitus (E10-E14),Diabetes,Connecticut,811,20.00
2004,Diabetes mellitus (E10-E14),Diabetes,Connecticut,767,19.10
2003,Diabetes mellitus (E10-E14),Diabetes,Connecticut,665,16.80
2002,Diabetes mellitus (E10-E14),Diabetes,Connecticut,675,17.30
2001,Diabetes mellitus (E10-E14),Diabetes,Connecticut,759,19.70
2000,Diabetes mellitus (E10-E14),Diabetes,Connecticut,683,18.10
1999,Diabetes mellitus (E10-E14),Diabetes,Connecticut,691,18.50
2016,Diabetes mellitus (E10-E14),Diabetes,Delaware,203,17.00
2015,Diabetes mellitus (E10-E14),Diabetes,Delaware,215,18.10
2014,Diabetes mellitus (E10-E14),Diabetes,Delaware,226,19.80
2013,Diabetes mellitus (E10-E14),Diabetes,Delaware,218,19.40
2012,Diabetes mellitus (E10-E14),Diabetes,Delaware,241,22.30
2011,Diabetes mellitus (E10-E14),Diabetes,Delaware,224,21.50
2010,Diabetes mellitus (E10-E14),Diabetes,Delaware,196,19.20
2009,Diabetes mellitus (E10-E14),Diabetes,Delaware,206,20.80
2008,Diabetes mellitus (E10-E14),Diabetes,Delaware,217,22.50
2007,Diabetes mellitus (E10-E14),Diabetes,Delaware,223,23.60
2006,Diabetes mellitus (E10-E14),Diabetes,Delaware,191,20.60
2005,Diabetes mellitus (E10-E14),Diabetes,Delaware,233,26.50
2004,Diabetes mellitus (E10-E14),Diabetes,Delaware,210,24.50
2003,Diabetes mellitus (E10-E14),Diabetes,Delaware,239,28.40
2002,Diabetes mellitus (E10-E14),Diabetes,Delaware,215,26.10
2001,Diabetes mellitus (E10-E14),Diabetes,Delaware,218,27.50
2000,Diabetes mellitus (E10-E14),Diabetes,Delaware,193,24.60
1999,Diabetes mellitus (E10-E14),Diabetes,Delaware,179,23.50
2016,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,127,19.80
2015,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,162,25.70
2014,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,119,18.80
2013,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,108,17.90
2012,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,145,24.10
2011,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,152,26.00
2010,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,145,24.90
2009,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,129,22.50
2008,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,156,27.50
2007,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,152,26.60
2006,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,184,33.00
2005,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,192,34.40
2004,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,224,40.20
2003,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,179,32.40
2002,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,191,34.10
2001,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,209,37.40
2000,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,221,39.30
1999,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,221,39.60
2016,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,782",19.50
2015,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,403",18.60
2014,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,371",19.20
2013,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,238",19.20
2012,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,092",19.20
2011,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,093",19.70
2010,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,024",20.10
2009,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,901",20.00
2008,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,161",21.40
2007,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,110",21.70
2006,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,172",22.30
2005,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,193",22.70
2004,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,809",21.60
2003,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,762",21.90
2002,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,583",21.50
2001,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,631",22.10
2000,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,449",21.60
1999,Diabetes mellitus (E10-E14),Diabetes,Florida,"4,357",21.50
2016,Diabetes mellitus (E10-E14),Diabetes,Georgia,"2,238",21.20
2015,Diabetes mellitus (E10-E14),Diabetes,Georgia,"2,210",21.40
2014,Diabetes mellitus (E10-E14),Diabetes,Georgia,"2,230",22.30
2013,Diabetes mellitus (E10-E14),Diabetes,Georgia,"2,199",23.00
2012,Diabetes mellitus (E10-E14),Diabetes,Georgia,"2,088",22.60
2011,Diabetes mellitus (E10-E14),Diabetes,Georgia,"2,121",23.60
2010,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,996",23.10
2009,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,582",18.70
2008,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,496",18.00
2007,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,604",20.00
2006,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,657",21.20
2005,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,742",23.20
2004,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,623",22.50
2003,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,717",24.40
2002,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,576",23.10
2001,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,475",22.10
2000,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,461",22.40
1999,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,448",22.60
2016,Diabetes mellitus (E10-E14),Diabetes,Hawaii,285,15.10
2015,Diabetes mellitus (E10-E14),Diabetes,Hawaii,263,14.50
2014,Diabetes mellitus (E10-E14),Diabetes,Hawaii,276,15.40
2013,Diabetes mellitus (E10-E14),Diabetes,Hawaii,271,15.50
2012,Diabetes mellitus (E10-E14),Diabetes,Hawaii,277,16.20
2011,Diabetes mellitus (E10-E14),Diabetes,Hawaii,264,15.60
2010,Diabetes mellitus (E10-E14),Diabetes,Hawaii,272,16.60
2009,Diabetes mellitus (E10-E14),Diabetes,Hawaii,308,19.50
2008,Diabetes mellitus (E10-E14),Diabetes,Hawaii,286,18.60
2007,Diabetes mellitus (E10-E14),Diabetes,Hawaii,291,19.00
2006,Diabetes mellitus (E10-E14),Diabetes,Hawaii,271,18.40
2005,Diabetes mellitus (E10-E14),Diabetes,Hawaii,218,15.10
2004,Diabetes mellitus (E10-E14),Diabetes,Hawaii,194,13.80
2003,Diabetes mellitus (E10-E14),Diabetes,Hawaii,202,14.80
2002,Diabetes mellitus (E10-E14),Diabetes,Hawaii,204,15.50
2001,Diabetes mellitus (E10-E14),Diabetes,Hawaii,173,13.50
2000,Diabetes mellitus (E10-E14),Diabetes,Hawaii,203,16.30
1999,Diabetes mellitus (E10-E14),Diabetes,Hawaii,211,17.30
2016,Diabetes mellitus (E10-E14),Diabetes,Idaho,375,19.80
2015,Diabetes mellitus (E10-E14),Diabetes,Idaho,403,22.10
2014,Diabetes mellitus (E10-E14),Diabetes,Idaho,409,22.90
2013,Diabetes mellitus (E10-E14),Diabetes,Idaho,404,23.80
2012,Diabetes mellitus (E10-E14),Diabetes,Idaho,371,22.90
2011,Diabetes mellitus (E10-E14),Diabetes,Idaho,393,24.20
2010,Diabetes mellitus (E10-E14),Diabetes,Idaho,353,22.50
2009,Diabetes mellitus (E10-E14),Diabetes,Idaho,372,24.30
2008,Diabetes mellitus (E10-E14),Diabetes,Idaho,356,23.90
2007,Diabetes mellitus (E10-E14),Diabetes,Idaho,331,22.90
2006,Diabetes mellitus (E10-E14),Diabetes,Idaho,320,23.10
2005,Diabetes mellitus (E10-E14),Diabetes,Idaho,299,22.40
2004,Diabetes mellitus (E10-E14),Diabetes,Idaho,344,26.50
2003,Diabetes mellitus (E10-E14),Diabetes,Idaho,358,28.30
2002,Diabetes mellitus (E10-E14),Diabetes,Idaho,322,26.10
2001,Diabetes mellitus (E10-E14),Diabetes,Idaho,318,26.40
2000,Diabetes mellitus (E10-E14),Diabetes,Idaho,304,25.90
1999,Diabetes mellitus (E10-E14),Diabetes,Idaho,267,23.10
2016,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,781",18.70
2015,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,817",19.20
2014,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,712",18.70
2013,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,798",19.70
2012,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,706",19.20
2011,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,693",19.40
2010,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,507",18.50
2009,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,741",20.60
2008,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,846",21.60
2007,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,851",22.00
2006,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,795",21.90
2005,Diabetes mellitus (E10-E14),Diabetes,Illinois,"3,034",24.00
2004,Diabetes mellitus (E10-E14),Diabetes,Illinois,"3,069",24.50
2003,Diabetes mellitus (E10-E14),Diabetes,Illinois,"3,044",24.60
2002,Diabetes mellitus (E10-E14),Diabetes,Illinois,"3,011",24.60
